ID,srcLat,srcLon
LB-99055,42.34461586,-71.0632575
LB-99130,42.34686,-71.08089
LB-99832,42.33508083,-71.15060807
LB-98972,42.365,-71.06095
LB-99122,42.35077415,-71.05837495
LB-98958,,
LB-99065,42.336005,-71.040421
LB-99161,42.35927,-71.05643
LB-99212,42.35811,-71.05933
LB-99662,42.37369,-71.038873
LB-99186,42.35466203,-71.06168473
LB-98952,42.34846,-71.08432
LB-99388,42.34927463,-71.04952067
LB-99205,42.25647,-71.12031
LB-99822,42.34181769,-71.07236372
LB-99305,42.34281933,-71.05657266
LB-98975,42.36629,-71.0622
LB-99341,42.36540106,-71.05866913
LB-99775,42.349586,-71.047643
LB-99241,42.34945284,-71.08223684
LB-99175,42.35343761,-71.05908246
LB-99743,42.34855,-71.09348
LB-99239,,
LB-99282,42.34994057,-71.04741078
LB-99806,42.31917903,-71.07754974
LB-99004,42.36432,-71.05135
LB-99104,42.33957341,-71.09420221
LB-99353,42.35651,-71.05332
LB-99653,42.34854,-71.09385
LB-99787,42.37539077,-71.03801867
LB-101642,42.38723936,-71.01655903
LB-99600,42.36328,-71.05525
LB-99025,42.353531,-71.062736
LB-99834,42.35172217,-71.04621096
LB-98964,42.34731219,-71.09448946
LB-101572,34.24438675,-73.6513909
LB-98960,42.35764332,-71.05363964
LB-99178,42.36407,-71.05331
LB-99581,42.30404322,-71.05907075
LB-99081,34.24438675,-73.6513909
LB-99649,42.31027123,-71.11522386
LB-99331,42.36629,-71.0622
LB-101871,,
LB-99749,42.3609785,-71.06466819
LB-99181,42.3583413,-71.05710699
LB-99343,42.25459,-71.12019
LB-99284,42.30016823,-71.11312127
LB-101992,42.350722,-71.131411
LB-99250,42.351346,-71.064584
LB-99541,42.36321155,-71.05595159
LB-102024,42.286416,-71.137433
LB-99375,42.34693814,-71.08168934
LB-99048,42.31816835,-71.05692041
LB-99716,42.33682453,-71.15147128
LB-99588,42.347065,-71.085643
LB-99820,42.338556,-71.075908
LB-99486,42.34333,-71.06601
LB-99029,42.35068063,-71.07736159
LB-99144,42.35486,-71.06236
LB-99444,42.28420863,-71.0644731
LB-99093,42.35116,-71.13119
LB-99011,42.35276122,-71.13179059
LB-99544,42.34679,-71.10573
LB-99544,42.34679,-71.10573
LB-99172,42.32372649,-71.06807869
LB-99040,42.34816192,-71.08088693
LB-99744,42.35276,-71.13185
LB-99053,34.24438675,-73.6513909
LB-101644,42.34859,-71.08869
LB-99370,42.35473,-71.06211
LB-99355,42.34716,-71.08251
LB-101912,42.24392211,-71.13805878
LB-99666,42.28632,-71.154101
LB-99668,42.33646,-71.07653
LB-99491,42.36299461,-71.05504363
LB-99077,42.34983227,-71.07057885
LB-99009,42.343679,-71.072625
LB-98910,42.3899,-70.99673
LB-99360,42.34972038,-71.0700099
LB-99764,42.35991,-71.063085
LB-98899,42.34945284,-71.08223684
LB-99381,34.24438675,-73.6513909
LB-99624,42.31263778,-71.0574925
LB-99767,42.34234071,-71.07052982
LB-98906,42.35523331,-71.06160211
LB-99406,42.37131493,-71.06113252
LB-98981,42.34238409,-71.05674724
LB-101957,42.32013828,-71.06256036
LB-99117,42.36564567,-71.06165505
LB-99324,42.34621944,-71.04309939
LB-98806,42.33771,-71.08514
LB-99167,42.34879217,-71.08627113
LB-98781,42.34859,-71.08904
LB-99392,42.350585,-71.058431
LB-98992,42.36096157,-71.0549468
LB-101653,34.24438675,-73.6513909
LB-99128,34.24438675,-73.6513909
LB-99260,42.35124072,-71.06471217
LB-99295,42.33718577,-71.04358667
LB-99791,42.35675591,-71.05858174
LB-99393,42.348701,-71.081632
LB-99125,42.37889,-71.02888
LB-101963,42.32866711,-71.07908029
LB-99423,42.34380187,-71.07235093
LB-98970,42.36093,-71.06901
LB-99689,42.34691901,-71.03415791
LB-99770,42.35242273,-71.12892911
LB-99655,42.38594,-71.00511
LB-99255,42.34754806,-71.08435145
LB-99019,42.34849386,-71.0958084
LB-99036,42.34754806,-71.08435145
LB-99270,42.35122289,-71.06820914
LB-99453,42.33203451,-71.05275791
LB-99421,42.34359254,-71.04466693
LB-101878,34.24438675,-73.6513909
LB-99615,42.28702,-71.12948
LB-99222,42.3050668,-71.1144491
LB-99258,42.33723839,-71.08361531
LB-99183,42.35001,-71.04099
LB-99333,42.347065,-71.085643
LB-101623,42.3254181,-71.0584094
LB-99415,34.24438675,-73.6513909
LB-101891,42.35490821,-71.14299193
LB-98790,42.34185,-71.09126
LB-99808,42.37853,-71.035
LB-99829,42.36298,-71.05557
LB-99261,42.35114,-71.06076
LB-101570,42.35002,-71.0695
LB-101652,42.348943,-71.064316
LB-98976,42.36696332,-71.05818088
LB-99111,42.34423951,-71.03113361
LB-98894,,
LB-99680,42.346842,-71.088506
LB-99511,42.349345,-71.156794
LB-101634,34.24438675,-73.6513909
LB-99712,42.36467601,-71.05565847
LB-99026,42.34874,-71.083445
LB-101920,42.35853469,-71.05707057
LB-99369,42.34533,-71.10015
LB-99722,42.37816827,-71.02887017
LB-102011,42.341163,-71.14674385
LB-99220,42.35977087,-71.05469858
LB-101996,42.3506426,-71.08958854
LB-101660,42.34621944,-71.04309939
LB-99620,42.35087175,-71.06054324
LB-99354,42.34429899,-71.07191465
LB-101647,42.3494021,-71.04123178
LB-99105,,
LB-101922,42.35505,-71.06209
LB-99050,42.322159,-71.056601
LB-99082,42.36165,-71.05708
LB-99518,42.35216381,-71.12183785
LB-99309,42.36195933,-71.14220835
LB-99618,42.35152,-71.06065
LB-99652,42.35166197,-71.06096989
LB-98982,42.32199,-71.10926
LB-99682,42.35103923,-71.06255977
LB-99249,42.35150102,-71.06448623
LB-99592,42.350966,-71.060128
LB-99860,42.349403,-71.155309
LB-101632,42.35125132,-71.06937509
LB-101921,42.37491,-71.06367
LB-99049,42.33631883,-71.04763594
LB-99056,42.35721873,-71.05245366
LB-99099,42.37652626,-71.03379867
LB-99228,34.24438675,-73.6513909
LB-99363,42.35933,-71.05462
LB-98996,42.32008,-71.06264
LB-101567,42.36501607,-71.06117955
LB-101617,42.35221031,-71.06809002
LB-98909,42.34575,-71.10049
LB-99795,34.24438675,-73.6513909
LB-99045,42.3506328,-71.04938365
LB-99625,42.34288086,-71.04539518
LB-99089,42.36557892,-71.05271881
LB-101999,42.34988,-71.16428
LB-98923,42.34942,-71.05037
LB-99157,42.35114334,-71.06894958
LB-101631,42.35663049,-71.05427945
LB-99566,42.3448,-71.08944
LB-99434,42.34325792,-71.07250983
LB-99800,42.3507,-71.07617
LB-101959,42.349301,-71.140035
LB-99287,42.35091422,-71.04740595
LB-101910,42.33224,-71.0966
LB-99070,42.34288086,-71.04539518
LB-99034,42.34995,-71.05033
LB-101927,42.29643417,-71.15680867
LB-99638,42.35110134,-71.05871853
LB-99119,42.35190357,-71.03743437
LB-98968,42.36100314,-71.06392801
LB-99236,42.35126,-71.06375
LB-99085,42.363223,-71.054789
LB-99285,42.344699,-71.071387
LB-101581,42.36047931,-71.07056947
LB-99109,42.35449,-71.05422
LB-99818,42.31080203,-71.11445854
LB-99382,42.37317232,-71.05009234
LB-98980,42.28080204,-71.15791131
LB-101977,42.31848,-71.05047
LB-99569,42.36362,-71.05442
LB-98969,42.36098584,-71.06661067
LB-99522,42.34853376,-71.0361072
LB-99656,42.33890326,-71.07594965
LB-98918,42.35965031,-71.05594969
LB-99154,42.34731219,-71.09448946
LB-101962,42.27126,-71.1052
LB-98786,42.30928,-71.044382
LB-99018,42.349476,-71.095528
LB-99786,42.36323955,-71.05485223
LB-99243,42.33800677,-71.0356803
LB-99380,42.3485243,-71.07325151
LB-99126,,
LB-99330,42.347065,-71.085643
LB-101619,42.34852174,-71.09509949
LB-99280,42.35451237,-71.04430739
LB-99762,42.36427,-71.05536
LB-99158,42.3221357,-71.0469012
LB-99576,42.33542,-71.03786
LB-99197,42.3518595,-71.0696698
LB-99147,42.36533856,-71.05985244
LB-98797,42.30355,-71.0528
LB-99022,42.35702339,-71.06017737
LB-99340,42.38637575,-71.00704152
LB-99627,34.24438675,-73.6513909
LB-99500,42.34209,-71.07029
LB-98989,42.3508693,-71.06550219
LB-99557,42.34067349,-71.15173045
LB-98925,42.34794413,-71.04105174
LB-99325,42.35310867,-71.04721985
LB-99359,42.36461519,-71.06238286
LB-101627,42.34835388,-71.07861023
LB-99438,42.35398644,-71.06234657
LB-99155,42.33471,-71.10204
LB-99436,42.31459334,-71.10381561
LB-99027,42.342794,-71.066726
LB-99246,42.35712256,-71.06092829
LB-98928,34.24438675,-73.6513909
LB-98938,42.333456,-71.103153
LB-101925,42.33723839,-71.08361531
LB-99042,42.34456908,-71.10065583
LB-99585,42.348617,-71.085334
LB-101882,42.33336256,-71.02731148
LB-99017,42.346771,-71.098711
LB-99517,42.35833,-71.07039
LB-99424,42.35005135,-71.04848093
LB-99724,42.36421,-71.05536
LB-99774,42.36616123,-71.05264067
LB-101621,42.34645,-71.08526
LB-99162,42.35464026,-71.04525258
LB-99043,42.27317,-71.06801
LB-99394,42.34741,-71.10321
LB-99244,42.3429936,-71.09935913
LB-99176,42.35382541,-71.1375953
LB-98811,42.35151342,-71.07777859
LB-101666,42.34575,-71.10049
LB-99033,34.24438675,-73.6513909
LB-99215,42.34849824,-71.09622054
LB-98965,42.34732433,-71.09817602
LB-98933,42.34912992,-71.07961839
LB-99376,42.36203035,-71.0703621
LB-99633,42.34956,-71.13491
LB-101873,42.30844396,-71.08354024
LB-101624,42.348545,-71.077314
LB-99173,42.34551,-71.08107
LB-99616,42.35308144,-71.13062406
LB-101579,42.33590919,-71.14924597
LB-101656,42.370607,-71.060502
LB-99409,42.35628619,-71.05750069
LB-99139,42.36134535,-71.05679196
LB-99448,42.34734172,-71.09508115
LB-99107,42.341323,-71.084481
LB-99450,42.34626,-71.07288
LB-99669,42.347328,-71.098676
LB-99386,42.34923102,-71.07865866
LB-99454,42.35389048,-71.06266445
LB-99503,42.35431603,-71.06215008
LB-99686,42.36512,-71.05339
LB-99437,42.34612248,-71.0455997
LB-101626,42.34551,-71.08107
LB-98803,42.2863,-71.13052
LB-98784,42.3561,-71.05695
LB-101877,42.3177,-71.06701
LB-99320,42.35390295,-71.13703003
LB-99788,42.34849386,-71.0958084
LB-99103,,
LB-99622,42.2866,-71.13017
LB-101645,42.35919866,-71.02719173
LB-101879,42.33575842,-71.0379002
LB-99639,42.35108,-71.13111
LB-98935,42.3568861,-71.05993915
LB-99403,42.36405,-71.05368
LB-99235,42.35056179,-71.04616943
LB-99352,34.24438675,-73.6513909
LB-101862,42.350679,-71.076273
LB-99286,42.287388,-71.127396
LB-99654,42.35042097,-71.06000034
LB-99037,42.333112,-71.027318
LB-99439,42.35806,-71.06972
LB-99314,42.36581721,-71.05944131
LB-99609,42.34484148,-71.10244902
LB-99607,42.34679,-71.08871
LB-101915,42.38599,-71.00526
LB-99141,42.33693671,-71.07588062
LB-99283,42.35772,-71.05907
LB-104345,42.32810681,-71.06823256
LB-98890,42.36196743,-71.05067123
LB-99008,42.36465,-71.06063
LB-102019,42.28084,-71.13438
LB-99830,42.37666598,-71.05651446
LB-99629,42.34155284,-71.1542786
LB-101569,42.35204471,-71.06532823
LB-101889,,
LB-99156,42.35827,-71.0533
LB-99067,42.34861,-71.07882
LB-99317,42.35059,-71.04938
LB-99146,42.34064745,-71.08232016
LB-98895,42.36252001,-71.05072071
LB-101568,42.35038,-71.06541
LB-99310,42.3432,-71.08656
LB-99227,42.35872715,-71.05260415
LB-99272,42.34996,-71.06617
LB-99389,42.34644706,-71.07528132
LB-99623,42.35564696,-71.06255902
LB-99706,42.36337972,-71.05396178
LB-99304,42.33703932,-71.04768957
LB-101893,42.376744,-71.056442
LB-98919,34.24438675,-73.6513909
LB-99336,42.353827,-71.059166
LB-99068,42.3644076,-71.06047044
LB-99538,42.31253482,-71.11435435
LB-101663,42.36393374,-71.06246101
LB-101640,42.3500439,-71.06546316
LB-99259,42.36533856,-71.05985244
LB-98900,42.35307,-71.06292
LB-99727,42.365582,-71.058131
LB-98955,34.24438675,-73.6513909
LB-99234,42.35310867,-71.04721985
LB-99640,34.24438675,-73.6513909
LB-101980,42.34723684,-71.05064324
LB-99526,42.36372,-71.05425
LB-101898,42.28563,-71.11914
LB-101998,42.34244717,-71.05596592
LB-101580,42.3508693,-71.06550219
LB-101580,42.3508693,-71.06550219
LB-101637,42.36021437,-71.05067647
LB-99293,34.24438675,-73.6513909
LB-99761,42.36095,-71.067989
LB-99229,42.3648,-71.0608
LB-99729,42.36405402,-71.05573362
